#fte: [20-02-2018] http://switchoffandletsgo.blogspot.com.es/2013/04/relacionar-el-codigo-ine-con-su-codigo.html
#CodigoPostal	Municipio
41898	Madroño, El
41510	Mairena del Alcor
41926	Mairena del Aljarafe
41927	Mairena del Aljarafe
41929	Mairena del Aljarafe
41620	Marchena
41569	Marinaleda
41658	Martín de la Jara
41750	Molares, Los
41770	Montellano
41530	Morón de la Frontera
41460	Navas de la Concepción, Las
41804	Olivares
41640	Osuna
41720	Palacios y Villafranca, Los
41727	Palacios y Villafranca, Los
41728	Palacios y Villafranca, Los
41928	Palomares del Río
41610	Paradas
41566	Pedrera
41360	Pedroso, El
41470	Peñaflor
41840	Pilas
41670	Pruna
41540	Puebla de Cazalla, La
41470	Puebla de los Infantes, La
41479	Puebla de los Infantes, La
41130	Puebla del Río, La
41250	Real de la Jara, El
41300	Rinconada, La
41309	Rinconada, La
41590	Roda de Andalucía, La
41599	Roda de Andalucía, La
41880	Ronquillo, El
41568	Rubio, El
41909	Salteras
41920	San Juan de Aznalfarache
41800	Sanlúcar la Mayor
41388	San Nicolás del Puerto
41389	San Nicolás del Puerto
41888	San Nicolás del Puerto
41970	Santiponce
41650	Saucejo, El
41659	Saucejo, El
41011	Sevilla
41020	Sevilla
41019	Sevilla
41018	Sevilla
41017	Sevilla
41016	Sevilla
41013	Sevilla
41014	Sevilla
41012	Sevilla
41092	Sevilla
41009	Sevilla
41015	Sevilla
41008	Sevilla
41007	Sevilla
41006	Sevilla
41005	Sevilla
41004	Sevilla
41003	Sevilla
41002	Sevilla
41001	Sevilla
41010	Sevilla
41330	Tocina
41340	Tocina
41940	Tomares
41806	Umbrete
41710	Utrera
41719	Utrera
41720	Utrera
41727	Utrera
41728	Utrera
41471	Utrera
41907	Valencina de la Concepción
41850	Villamanrique de la Condesa
41808	Villanueva del Ariscal
41330	Villanueva del Río y Minas
41350	Villanueva del Río y Minas
41359	Villanueva del Río y Minas
41660	Villanueva de San Juan
41318	Villaverde del Río
41520	Viso del Alcor, El
41439	Cañada Rosal
41140	Isla Mayor
41150	Isla Mayor
41749	Cuervo de Sevilla, El
42146	Abejar
42216	Adradas
42100	Ágreda
42107	Ágreda
42108	Ágreda
42133	Alconaba
42351	Alcubilla de Avellaneda
42353	Alcubilla de Avellaneda
42295	Alcubilla de las Peñas
42135	Aldealafuente
42171	Aldealices
42111	Aldealpozo
42180	Aldealseñor
42182	Aldehuela de Periáñez
42173	Aldehuelas, Las
42174	Aldehuelas, Las
42225	Alentisque
42129	Aliud
42180	Almajano
42258	Almaluez
42222	Almaluez
42169	Almarza
42167	Almarza
42160	Almarza
42161	Almarza
42164	Almarza
42200	Almazán
42212	Almazán
42126	Almazul
42127	Almazul
42130	Almenar de Soria
42131	Almenar de Soria
42138	Almenar de Soria
42213	Alpanseque
42111	Arancón
42182	Arancón
42250	Arcos de Jalón
42257	Arcos de Jalón
42258	Arcos de Jalón
42259	Arcos de Jalón
42269	Arcos de Jalón
42249	Arcos de Jalón
42368	Arenillas
42161	Arévalo de la Sierra
42171	Ausejo de la Sierra
42214	Baraona
42216	Baraona
42295	Baraona
42213	Baraona
42210	Barca
42368	Barcones
42366	Bayubas de Abajo
42366	Bayubas de Arriba
42107	Beratón
42367	Berlanga de Duero
42369	Berlanga de Duero
42366	Berlanga de Duero
42360	Berlanga de Duero
42193	Blacos
42128	Bliecos
42218	Borjabad
42138	Borobia
42129	Buberos
42162	Buitrago
42318	Burgo de Osma-Ciudad de Osma
42312	Burgo de Osma-Ciudad de Osma
42351	Burgo de Osma-Ciudad de Osma
42313	Burgo de Osma-Ciudad de Osma
42310	Burgo de Osma-Ciudad de Osma
42300	Burgo de Osma-Ciudad de Osma
42391	Burgo de Osma-Ciudad de Osma
42196	Burgo de Osma-Ciudad de Osma
42195	Burgo de Osma-Ciudad de Osma
42311	Burgo de Osma-Ciudad de Osma
42135	Cabrejas del Campo
42146	Cabrejas del Pinar
42147	Cabrejas del Pinar
42193	Calatañazor
42367	Caltojar
42134	Candilichera
42124	Cañamaque
42137	Carabantes
42311	Caracena
42311	Carrascosa de Abajo
42181	Carrascosa de la Sierra
42180	Carrascosa de la Sierra
42144	Casarejos
42171	Castilfrío de la Sierra
42108	Castilruiz
42113	Castilruiz
42328	Castillejo de Robledo
42211	Centenera de Andaluz
42175	Cerbón
42181	Cerbón
42145	Cidones
42114	Cigudosa
42126	Cihuela
42138	Ciria
42180	Cirujales del Río
42216	Coscurita
42217	Coscurita
42223	Coscurita
42157	Covaleda
42148	Cubilla
42191	Cubo de la Solana
42290	Cubo de la Solana
42107	Cueva de Ágreda
42108	Dévanos
42126	Deza
42125	Deza
42158	Duruelo de la Sierra
42224	Escobosa de Almazán
42141	Espeja de San Marcelino
42142	Espeja de San Marcelino
42142	Espejón
42171	Estepa de San Juan
42215	Frechilla de Almazán
42312	Fresno de Caracena
42143	Fuentearmegil
42351	Fuentearmegil
42339	Fuentecambrón
42162	Fuentecantos
42124	Fuentelmonge
42162	Fuentelsaz de Soria
42170	Fuentelsaz de Soria
42293	Fuentepinilla
42294	Fuentepinilla
42181	Fuentes de Magaña
42113	Fuentestrún
42162	Garray
42163	Garray
42294	Golmayo
42190	Golmayo
42192	Golmayo
42193	Golmayo
42290	Golmayo
42129	Gómara
42120	Gómara
42127	Gómara
42313	Gormaz
42144	Herrera de Soria
42112	Hinojosa del Campo
42320	Langa de Duero
42328	Langa de Duero
42329	Langa de Duero
42341	Liceras
42181	Losilla, La
42181	Magaña
42225	Maján
42113	Matalebreras
42211	Matamala de Almazán
42230	Medinaceli
42240	Medinaceli
42248	Medinaceli
42249	Medinaceli
42230	Miño de Medinaceli
42296	Miño de Medinaceli
42328	Miño de San Esteban
42155	Molinos de Duero
42156	Molinos de Duero
42225	Momblona
42220	Monteagudo de las Vicarías
42315	Montejo de Tiermes
42341	Montejo de Tiermes
42342	Montejo de Tiermes
42343	Montejo de Tiermes
42344	Montejo de Tiermes
42311	Montejo de Tiermes
42127	Montenegro de Cameros
42216	Morón de Almazán
42223	Morón de Almazán
42193	Muriel de la Fuente
42148	Muriel Viejo
42143	Nafría de Ucero
42189	Narros
42149	Navaleno
42218	Nepas
42224	Nolay
42124	Noviercas
42132	Noviercas
42108	Ólvega
42110	Ólvega
42172	Oncala
42112	Pinilla del Campo
42136	Portillo de Soria
42169	Póveda de Soria, La
42112	Pozalmuro
42294	Quintana Redonda
42293	Quintana Redonda
42291	Quintana Redonda
42292	Quintana Redonda
42313	Quintanas de Gormaz
42137	Quiñonería
42191	Rábanos, Los
42290	Rábanos, Los
42313	Recuerda
42314	Recuerda
42315	Recuerda
42368	Rello
42189	Renieblas
42134	Renieblas
42315	Retortillo de Soria
42316	Retortillo de Soria
42344	Retortillo de Soria
42137	Reznos
42368	Riba de Escalote, La
42194	Rioseco de Soria
42165	Rollamienta
42159	Royo, El
42153	Royo, El
42156	Salduero
42345	San Esteban de Gormaz
42391	San Esteban de Gormaz
42351	San Esteban de Gormaz
42320	San Esteban de Gormaz
42342	San Esteban de Gormaz
42330	San Esteban de Gormaz
42340	San Esteban de Gormaz
42114	San Felices
42140	San Leonardo de Yagüe
42174	San Pedro Manrique
42175	San Pedro Manrique
42173	Santa Cruz de Yanguas
42176	Santa Cruz de Yanguas
42260	Santa María de Huerta
42141	Santa María de las Hoyas
42127	Serón de Nágima
42223	Soliedra
42224	Soliedra
42001	Soria
42002	Soria
42003	Soria
42004	Soria
42005	Soria
42152	Soria
42190	Soria
42166	Sotillo del Rincón
42165	Sotillo del Rincón
42189	Suellacabras
42112	Tajahuerce
42366	Tajueco
42148	Talveila
42317	Talveila
42294	Tardelcuende
42216	Taroda
42128	Tejado
42218	Tejado
42124	Torlengua
42193	Torreblacos
42194	Torreblacos
42136	Torrubia de Soria
42113	Trévago
42317	Ucero
42144	Vadillo
42165	Valdeavellano de Tera
42111	Valdegeña
42113	Valdelagua del Cerro
42317	Valdemaluque
42318	Valdemaluque
42193	Valdenebro
42196	Valdenebro
42313	Valdenebro
42114	Valdeprado
42175	Valdeprado
42293	Valderrodilla
42181	Valtajeros
42392	Velamazán
42189	Velilla de la Sierra
42225	Velilla de los Ajos
42218	Viana de Duero
42192	Villaciervos
42312	Villanueva de Gormaz
42165	Villar del Ala
42112	Villar del Campo
42177	Villar del Río
42176	Villar del Río
42174	Villar del Río
42180	Villares de Soria, Los
42171	Villares de Soria, Los
42214	Villasayas
42129	Villaseca de Arciel
42150	Vinuesa
42151	Vinuesa
42173	Vizmanos
42109	Vozmediano
42172	Yanguas
42177	Yanguas
42296	Yelo
42230	Yelo
43714	Aiguamúrcia
43815	Aiguamúrcia
43716	Albinyana
43718	Albinyana
43479	Albiol, L'
43530	Alcanar
43569	Alcanar
43460	Alcover
43591	Aldover
43381	Aleixar, L'
43528	Alfara de Carles
43365	Alforja
43813	Alió
43393	Almoster
43893	Altafulla
43860	Ametlla de Mar, L'
43549	Amposta
43870	Amposta
43879	Amposta
43365	Arbolí
43720	Arboç, L'
43773	Argentera, L'
43597	Arnes
43791	Ascó
43711	Banyeres del Penedès
43715	Banyeres del Penedès
43429	Barberà de la Conca
43442	Barberà de la Conca
43422	Barberà de la Conca
43786	Batea
43738	Bellmunt del Priorat
43719	Bellvei
43512	Benifallet
43747	Benissanet
43372	Bisbal de Falset, La
43717	Bisbal del Penedès, La
43411	Blancafort
43884	Bonastre
43350	Borges del Camp, Les
43785	Bot
43772	Botarell
43812	Bràfim
43373	Cabacés
43811	Cabra del Camp
43820	Calafell
43882	Calafell
73820	Calafell
43850	Cambrils
43364	Capafonts
43776	Capçanes
43787	Caseres
43392	Castellvell del Camp
43764	Catllar, El
43150	Catllar, El
43560	Sénia, La
43310	Colldejou
43427	Conesa
43428	Conesa
43120	Constantí
43784	Corbera d'Ebre
43360	Cornudella de Montsant
43362	Cornudella de Montsant
43839	Creixell
43539	Creixell
43881	Cunit
43592	Xerta
43773	Duesaigües
43440	Espluga de Francolí, L'
43730	Falset
43781	Fatarella, La
43364	Febró, La
43736	Figuera, La
43811	Figuerola del Camp
43750	Flix
43425	Forès
43558	Freginals
43515	Galera, La
43780	Gandesa
43749	Garcia
43153	Garidells, Els
43748	Ginestar
43516	Godall
43737	Gratallops
43777	Guiamets, Els
43596	Horta de Sant Joan
43737	Lloar, El
43427	Llorac
43715	Llorenç del Penedès
43712	Llorenç del Penedès
43371	Margalef
43775	Marçà
43730	Marçà
43514	Mas de Barberans
43878	Masdenverge
43879	Masdenverge
43718	Masllorenç
43143	Masó, La
43382	Maspujols
43736	Masroig, El
43143	Milà, El
43747	Miravet
43736	Molar, El
43736	Molar, El
43459	Montblanc
43415	Montblanc
43414	Montblanc
43400	Montblanc
43410	Montblanc
43340	Montbrió del Camp
43812	Montferri
43205	Montmell, El
43714	Montmell, El
43715	Montmell, El
43718	Montmell, El
43812	Montmell, El
43364	Mont-ral
43459	Mont-ral
43300	Mont-roig del Camp
43815	Mont-roig del Camp
43892	Mont-roig del Camp
43740	Móra d'Ebre
43770	Móra la Nova
43760	Morell, El
43361	Morera de Montsant, La
43379	Morera de Montsant, La
43763	Nou de Gaià, La
43887	Nulles
43370	Palma d'Ebre, La
43151	Pallaresos, Els
43413	Passanant i Belltall
43425	Passanant i Belltall
43593	Paüls
43152	Perafort
43155	Perafort
43519	Perelló, El
43428	Piles, Les
43429	Piles, Les
43594	Pinell de Brai, El
43423	Pira
43810	Pla de Santa Maria, El
43140	Pobla de Mafumet, La
43783	Pobla de Massaluca, La
43761	Pobla de Montornès, La
43376	Poboleda
43817	Pont d'Armentera, El
43739	Porrera
43774	Pradell de la Teixeta
43364	Prades
43595	Prat de Comte
43320	Pratdip
43891	Pratdip
43812	Puigpelat
43715	Querol
43816	Querol
43513	Rasquera
43886	Renau
43202	Reus
43203	Reus
43204	Reus
43205	Reus
43206	Reus
43201	Reus
43450	Riba, La
43790	Riba-roja d'Ebre
43762	Riera de Gaià, La
43771	Riudecanyes
43390	Riudecols
43330	Riudoms
43426	Rocafort de Queralt
43883	Roda de Barà
43812	Rodonyà
43520	Roquetes
43529	Roquetes
43142	Rourell, El
43885	Salomó
43540	Sant Carles de la Ràpita
43548	Sant Carles de la Ràpita
43713	Sant Jaume dels Domenys
43570	Santa Bàrbara
43420	Santa Coloma de Queralt
43429	Santa Coloma de Queralt
43718	Santa Oliva
43710	Santa Oliva
43421	Pontils
43425	Sarral
43428	Sarral
43424	Sarral
43427	Savallà del Comtat
43154	Secuita, La
43765	Secuita, La
43470	Selva del Camp, La
43449	Senan
43412	Solivella
43006	Tarragona
43130	Tarragona
43100	Tarragona
43008	Tarragona
43007	Tarragona
43004	Tarragona
43003	Tarragona
43001	Tarragona
43002	Tarragona
43005	Tarragona
43511	Tivenys
43320	Tivissa
43746	Tivissa
43774	Torre de Fontaubella, La
43792	Torre de l'Espanyol, La
43830	Torredembarra
43737	Torroja del Priorat
43500	Tortosa
43510	Tortosa
43517	Tortosa
43527	Tortosa
43590	Tortosa
43897	Tortosa
43559	Ulldecona
43550	Ulldecona
43558	Ulldecona
43363	Ulldemolins
43439	Vallclara
43427	Vallfogona de Riucorb
43144	Vallmoll
43491	Valls
43800	Valls
43813	Valls
43890	Vandellòs i l'Hospitalet de l'Infant
43891	Vandellòs i l'Hospitalet de l'Infant
43700	Vendrell, El
43880	Vendrell, El
43763	Vespella de Gaià
43886	Vilabella
43141	Vilallonga del Camp
43311	Vilanova d'Escornalbou
43312	Vilanova d'Escornalbou
43439	Vilanova de Prades
43380	Vilaplana
43814	Vila-rodona
43206	Vila-seca
43480	Vila-seca
43481	Vila-seca
43490	Vilaverd
43375	Vilella Alta, La
43374	Vilella Baixa, La
43782	Vilalba dels Arcs
43430	Vimbodí i Poblet
43448	Vimbodí i Poblet
43449	Vimbodí i Poblet
43792	Vinebre
43391	Vinyols i els Arcs
43580	Deltebre
43877	Sant Jaume d'Enveja
43879	Sant Jaume d'Enveja
43894	Camarles
43896	Aldea, L'
43840	Salou
43895	Ampolla, L'
43100	Canonja, La
43110	Canonja, La
44155	Ababuj
44422	Abejuela
44382	Aguatón
44566	Aguaviva
44156	Aguilar del Alfambra
44549	Alacón
44395	Alba
44540	Albalate del Arzobispo
44123	Albarracín
44100	Albarracín
44121	Albarracín
44477	Albentosa
44424	Albentosa
44792	Alcaine
44431	Alcalá de la Selva
44432	Alcalá de la Selva
44600	Alcañiz
44660	Alcañiz
44661	Alcañiz
44550	Alcorisa
44160	Alfambra
44157	Aliaga
44158	Aliaga
44150	Aliaga
44369	Almohaja
44134	Alobras
44721	Alpeñés
44145	Allepuz
44509	Alloza
44492	Allueva
44212	Anadón
44500	Andorra
44421	Arcos de las Salinas
44622	Arens de Lledó
44165	Argente
44547	Ariño
44590	Azaila
44491	Bádenas
44320	Báguena
44357	Bañón
44220	Barrachina
44492	Bea
44588	Beceite
44642	Belmonte de San José
44232	Bello
44556	Berge
44121	Bezas
44314	Blancas
44790	Blesa
44563	Bordón
44367	Bronchales
44394	Bueña
44330	Burbáguena
44409	Cabra de Mora
44610	Calaceite
44357	Calamocha
44495	Calamocha
44392	Calamocha
44391	Calamocha
44211	Calamocha
44210	Calamocha
44200	Calamocha
44496	Calamocha
44220	Calamocha
44570	Calanda
44126	Calomarde
44167	Camañas
44191	Camarena de la Sierra
44459	Camarena de la Sierra
44155	Camarillas
44359	Caminreal
44350	Caminreal
44140	Cantavieja
44140	Cañada de Benatanduz
44643	Cañada de Verich, La
44168	Cañada Vellida
44707	Cañizar del Olivar
44191	Cascante del Río
44231	Castejón de Tornos
44706	Castel de Cabra
44592	Castelnou
44630	Castelserás
44409	Castellar, El
44563	Castellote
44565	Castellote
44560	Castellote
44562	Castellote
44147	Cedrillas
44194	Celadas
44370	Cella
44651	Cerollera, La
44640	Codoñera, La
44193	Corbalán
44791	Cortes de Aragón
44358	Cosa
44721	Cosa
44623	Cretas
44557	Crivillén
44141	Cuba, La
44191	Cubla
44491	Cucalón
44134	Cuervo, El
44169	Cuevas de Almudén
44162	Cuevas Labradas
44559	Ejulve
44161	Escorihuela
44770	Escucha
44779	Escucha
44558	Estercuel
44490	Ferreruela de Huerva
44440	Formiche Alto
44441	Formiche Alto
44650	Fórnoles
44143	Fortanete
44579	Foz-Calanda
44596	Fresneda, La
44126	Frías de Albarracín
44741	Fuenferrada
44711	Fuentes Calientes
44340	Fuentes Claras
44415	Fuentes de Rubielos
44587	Fuentespalda
44168	Galve
44558	Gargallo
44110	Gea de Albarracín
44643	Ginebrosa, La
44114	Griegos
44115	Guadalaviar
44433	Gúdar
44530	Híjar
44157	Hinojosa de Jarque
44791	Hoz de la Vieja, La
44212	Huesa del Común
44213	Huesa del Común
44142	Iglesuela del Cid, La
44122	Jabaloyas
44123	Jabaloyas
44169	Jarque de la Val
44592	Jatiel
44156	Jorcas
44792	Josa
44492	Lagueruela
44491	Lanzuela
44132	Libros
44164	Lidón
44412	Linares de Mora
44212	Loscos
44493	Loscos
44624	Lledó
44791	Maicas
44420	Manzanera
44422	Manzanera
44423	Manzanera
44730	Martín del Río
44750	Martín del Río
44564	Mas de las Matas
44557	Mata de los Olmos, La
44621	Mazaleón
44169	Mezquita de Jarque
44141	Mirambel
44159	Miravete de la Sierra
44556	Molinos
44493	Monforte de Moyuela
44300	Monreal del Campo
44652	Monroyo
44700	Montalbán
44709	Montalbán
44146	Monteagudo del Castillo
44368	Monterde de Albarracín
44400	Mora de Rubielos
44124	Moscardón
44410	Mosqueruela
44780	Muniesa
44113	Noguera de Albarracín
44493	Nogueras
44414	Nogueruelas
44792	Obón
44233	Odón
44312	Ojos Negros
44313	Ojos Negros
44478	Olba
44479	Olba
44548	Oliete
44557	Olmos, Los
44366	Orihuela del Tremedal
44161	Orrios
44708	Palomar de Arroyos
44730	Pancrudo
44720	Pancrudo
44566	Parras de Castellote, Las
44586	Peñarroya de Tastavins
44369	Peracense
44162	Peralejos
44161	Perales del Alfambra
44163	Perales del Alfambra
44555	Pitarque
44213	Plou
44155	Pobo, El
44589	Portellada, La
44368	Pozondón
44315	Pozuel del Campo
44510	Puebla de Híjar, La
44511	Puebla de Híjar, La
44450	Puebla de Valverde, La
44411	Puertomingalvo
44589	Ráfales
44710	Rillo
44712	Rillo
44133	Riodeva
44310	Ródenas
44125	Royuela
44121	Rubiales
44166	Rubielos de la Cérida
44415	Rubielos de Mora
44793	Salcedillo
44122	Saldón
44520	Samper de Calanda
44480	San Agustín
44390	San Martín del Río
44497	Santa Cruz de Nogueras
44360	Santa Eulalia
44460	Sarrión
44424	Sarrión
44793	Segura de los Baños
44561	Seno
44382	Singra
44120	Terriente
44192	Teruel
44397	Teruel
44396	Teruel
44195	Teruel
44193	Teruel
44190	Teruel
44162	Teruel
44121	Teruel
44003	Teruel
44001	Teruel
44002	Teruel
44123	Toril y Masegoso
44134	Tormón
44230	Tornos
44359	Torralba de los Sisones
44640	Torrecilla de Alcañiz
44221	Torrecilla del Rebollar
44222	Torrecilla del Rebollar
44653	Torre de Arcas
44709	Torre de las Arcas
44597	Torre del Compte
44382	Torrelacárcel
44358	Torre los Negros
44381	Torremocha de Jiloca
44111	Torres de Albarracín
44641	Torrevelilla
44421	Torrijas
44393	Torrijo del Campo
44132	Tramacastiel
44133	Tramacastiel
44112	Tramacastilla
44141	Tronchón
44593	Urrea de Gaén
44760	Utrillas
44761	Utrillas
44769	Utrillas
44191	Valacloche
44430	Valbona
44594	Valdealgorfa
44122	Valdecuenca
44413	Valdelinares
44620	Valdeltormo
44580	Valderrobres
44595	Valjunquera
44123	Vallecillo, El
44134	Veguillas de la Sierra
44394	Villafranca del Campo
44494	Villahermosa del Campo
44223	Villanueva del Rebollar de la Sierra
44114	Villar del Cobo
44311	Villar del Salz
44559	Villarluengo
44380	Villarquemado
44144	Villarroya de los Pinares
44130	Villastar
44131	Villel
44591	Vinaceite
44164	Visiedo
44740	Vivel del Río Martín
44742	Vivel del Río Martín
44707	Zoma, La
45110	Ajofrín
45240	Alameda de la Sagra
45522	Albarreal de Tajo
45523	Alcabón
45687	Alcañizo
45662	Alcaudete de la Jara
45571	Alcolea de Tajo
45908	Aldea en Cabo
45661	Aldeanueva de Barbarroya
45575	Aldeanueva de San Bartolomé
45631	Almendral de la Cañada
45420	Almonacid de Toledo
45900	Almorox
45250	Añover de Tajo
45182	Arcicóllar
45122	Argés
45571	Azután
45225	Barcience
45525	Barcience
45593	Bargas
45660	Belvís de la Jara
45222	Borox
45634	Buenaventura
45112	Burguillos de Toledo
45521	Burujón
45592	Cabañas de la Sagra
45312	Cabañas de Yepes
45750	Cabañas de Yepes
45890	Cabezamesada
45686	Calera y Chozas
45695	Calera y Chozas
45589	Caleruela
45580	Calzada de Oropesa
45180	Camarena
45181	Camarenilla
45578	Campillo de la Jara, El
45720	Camuñas
45642	Cardiel de los Montes
45531	Carmena
45533	Carpio de Tajo, El
45216	Carranque
45532	Carriches
45542	Casar de Escalona, El
45950	Casarrubios del Monte
45124	Casasbuenas
45641	Castillo de Bayuela
45683	Cazalegas
45680	Cebolla
45214	Cedillo del Condado
45682	Cerralbos, Los
45637	Cervera de los Montes
45314	Ciruelos
45291	Cobeja
45111	Cobisa
45700	Consuegra
45880	Corral de Almaguer
45126	Cuerva
45960	Chozas de Canales
45113	Chueca
45544	Domingo Pérez
45311	Dosbarrios
45540	Erustes
45910	Escalona
45517	Escalonilla
45650	Espinoso del Rey
45221	Esquivias
45574	Estrella, La
45510	Fuensalida
45540	Fuensalida
45164	Gálvez
45643	Garciotum
45518	Gerindote
45160	Guadamur
45760	Guardia, La
45663	Herencias, Las
45664	Herencias, Las
45588	Herreruela de Oropesa
45645	Hinojosa de San Vicente
45159	Hontanar
45919	Hormigos
45511	Huecas
45750	Huerta de Valdecarábanos
45633	Iglesuela, La
45551	Illán de Vacas
45200	Illescas
45567	Lagartera
45123	Layos
45870	Lillo
45212	Lominchar
45684	Lucillos
45710	Madridejos
45590	Magán
45692	Malpica de Tajo
45693	Malpica de Tajo
45460	Manzaneque
45515	Maqueda
45479	Marjaliza
45636	Marrupe
45430	Mascaraque
45534	Mata, La
45114	Mazarambroz
45126	Mazarambroz
45622	Mejorada
45662	Mejorada
45121	Menasalbas
45128	Menasalbas
45120	Menasalbas
45930	Méntrida
45541	Mesegar de Tajo
45530	Miguel Esteban
45830	Miguel Esteban
45270	Mocejón
45276	Mohedas de la Jara
45576	Mohedas de la Jara
45685	Montearagón
45620	Montesclaros
45400	Mora
45191	Nambroca
45190	Nambroca
45670	Nava de Ricomalillo, La
45159	Navahermosa
45150	Navahermosa
45610	Navalcán
45573	Navalmoralejo
45140	Navalmorales, Los
45130	Navalucillos, Los
45138	Navalucillos, Los
45139	Navalucillos, Los
45630	Navamorcuende
45350	Noblejas
45162	Noez
45917	Nombela
45519	Novés
45230	Numancia de la Sagra
45644	Nuño Gómez
45300	Ocaña
45280	Olías del Rey
45340	Ontígola
45109	Orgaz
45450	Orgaz
45560	Oropesa
45569	Oropesa
45600	Oropesa
45543	Otero
45213	Palomeque
45290	Pantoja
45908	Paredes de Escalona
45611	Parrillas
45918	Pelahustán
45638	Pepino
45161	Polán
45512	Portillo de Toledo
45840	Puebla de Almoradiel, La
45300	Puebla de Montalbán, La
45516	Puebla de Montalbán, La
45691	Pueblanueva, La
45690	Pueblanueva, La
45570	Puente del Arzobispo, El
45577	Puerto de San Vicente
45125	Pulgar
45790	Quero
45400	Quintanar de la Orden
45800	Quintanar de la Orden
45514	Quismondo
45460	Real de San Vicente, El
45640	Real de San Vicente, El
45211	Recas
45652	Retamoso de la Jara
45524	Rielves
45674	Robledo del Mazo
45678	Robledo del Mazo
45677	Robledo del Mazo
45675	Robledo del Mazo
45676	Robledo del Mazo
45770	Romeral, El
45654	San Bartolomé de las Abiertas
45165	San Martín de Montalbán
45170	San Martín de Pusa
45120	San Pablo de los Montes
45646	San Román de los Montes
45653	Santa Ana de Pusa
45370	Santa Cruz de la Zarza
45513	Santa Cruz del Retamar
45909	Santa Cruz del Retamar
45530	Santa Olalla
45632	Sartajada
45621	Segurilla
45123	Seseña
45223	Seseña
45224	Seseña
45671	Sevilleja de la Jara
45672	Sevilleja de la Jara
45673	Sevilleja de la Jara
45100	Sonseca
45109	Sonseca
45635	Sotillo de las Palomas
45600	Talavera de la Reina
45613	Talavera de la Reina
45614	Talavera de la Reina
45694	Talavera de la Reina
45780	Tembleque
45820	Toboso, El
45005	Toledo
45008	Toledo
45007	Toledo
45006	Toledo
45003	Toledo
45002	Toledo
45001	Toledo
45004	Toledo
45569	Torralba de Oropesa
45651	Torrecilla de la Jara
45920	Torre de Esteban Hambrán, La
45572	Torrico
45500	Torrijos
45163	Totanés
45789	Turleque
45217	Ugena
45480	Urda
45572	Valdeverdeja
45940	Valmojado
45612	Velada
45127	Ventas con Peña Aguilera, Las
45183	Ventas de Retamosa, Las
45568	Ventas de San Julián, Las
45680	Villacañas
45860	Villacañas
45850	Villa de Don Fadrique, La
45730	Villafranca de los Caballeros
45520	Villaluenga de la Sagra
45594	Villamiel de Toledo
45440	Villaminaya
45749	Villamuelas
45810	Villanueva de Alcardete
45410	Villanueva de Bogas
45179	Villarejo de Montalbán
45360	Villarrubia de Santiago
45370	Villarrubia de Santiago
45260	Villaseca de la Sagra
45292	Villaseca de la Sagra
45740	Villasequilla
45310	Villatobas
45215	Viso de San Juan, El
45470	Yébenes, Los
45480	Yébenes, Los
45220	Yeles
45313	Yepes
45529	Yuncler
45591	Yunclillos
45210	Yuncos
45526	Santo Domingo-Caudilla
46140	Ademuz
46729	Ador
46869	Atzeneta d'Albaida
46890	Agullent
46970	Alaquàs
46860	Albaida
46470	Albal
46687	Albalat de la Ribera
46135	Albalat dels Sorells
46591	Albalat dels Tarongers
46260	Alberic
46369	Alborache
46120	Alboraya
46128	Alboraya
46129	Alboraya
46550	Albuixech
46220	Alcàsser
46290	Alcàsser
46293	Alcàntera de Xúquer
46268	Alzira
46600	Alzira
46792	Alzira
46172	Alcublas
46250	Alcúdia, l'
46690	Alcúdia de Crespins, l'
46960	Aldaia
46910	Alfafar
46725	Alfauir
46594	Alfara de la Baronia
46115	Alfara del Patriarca
46197	Alfarp
46893	Alfarrasí
46593	Algar de Palancia
46680	Algemesí
46148	Algimia de Alfara
46230	Alginet
46132	Almàssera
46726	Almiserà
46723	Almoines
46440	Almussafes
46178	Alpuente
46715	Alqueria de la Comtessa, l'
46170	Andilla
46820	Anna
46266	Antella
46179	Aras de los Olmos
46812	Aielo de Malferit
46842	Aielo de Rugat
46620	Ayora
46667	Barxeta
46758	Barx
46868	Bèlgida
46713	Bellreguard
46839	Bellús
46173	Benagéber
46180	Benaguasil
46514	Benavites
46293	Beneixida
46910	Benetússer
46722	Beniarjó
46844	Beniatjar
46838	Benicolet
46511	Benifairó de les Valls
46791	Benifairó de la Valldigna
46450	Benifaió
46722	Beniflá
46830	Benigànim
46291	Benimodo
46611	Benimuslem
46469	Beniparrell
46703	Benirredrà
46181	Benisanó
46869	Benissoda
46839	Benisuera
46117	Bétera
46825	Bicorp
46880	Bocairent
46822	Bolbaite
46131	Bonrepòs i Mirambell
46891	Bufali
46165	Bugarra
46360	Buñol
46100	Burjassot
46175	Calles
46330	Camporrobles
46650	Canals
46659	Canals
46813	Canals
46529	Canet d'En Berenguer
46740	Carcaixent
46749	Carcaixent
46792	Carcaixent
46294	Càrcer
46240	Carlet
46869	Carrícola
46147	Casas Altas
46146	Casas Bajas
46171	Casinos
46717	Casinos
46841	Castelló de Rugat
46726	Castellonet de la Conquesta
46141	Castielfabib
46196	Catadau
46470	Catarroja
46315	Caudete de las Fuentes
46813	Cerdà
46625	Cofrentes
46612	Corbera
46199	Cortes de Pallás
46294	Cotes
46515	Quart de les Valls
46930	Quart de Poblet
